"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2014/11/24 02:34 AM","Big Sister Creek WWTP","6840 Sweetland Rd.","Evans","Erie","42.7001827","-79.0045693","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Maximizing flow through treatment plant.","Pike Creek","Weather Conditions; ","Excessive snowmelt; "
"2014/11/24 02:50 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/11/24 02:50 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/11/24 03:15 AM","ECSD 3","3957 Park Ave at ontario","Hamburg","Erie","42.743358","-78.83609799999999","Unknown","","Untreated","","","11/25/2014 12:00 AM","20:45","N/A","Foster Brook","Weather Conditions; ","Rain and snow melt; "
"2014/11/24 03:15 PM","Big Sister Creek WWTP","621 Lake Street","Angola","Erie","42.6433592","-79.06172289999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","Deleware Creek","Weather Conditions; ","unusually warm temperatures melting heavy snowpack, and  rainfall; "
"2014/11/24 03:30 AM","ECSD 3","4980 Rogers Road","Hamburg","Erie","42.75207","-78.87752499999999","Unknown","","Untreated","","","11/25/2014 12:00 AM","20:30","N/A","Berricks Creek","Weather Conditions; ","Rain and snow melt; "
"2014/11/24 03:35 PM","Erie County Sewer District","1001 Mineral Springs Road","West Seneca","Erie","42.860026","-78.779377","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Mechanically pumping to creek","Storm sewer to Buffalo Creek","Weather Conditions; ","Excessive snow melt, rain; "
"2014/11/24 03:45 PM","Niagara Falls Wastewater Facilty","Aquarium of NF","Niagara Falls","Niagara","43.0962143","-79.0377388","Actual","","Untreated","","11/25/2014 07:00 AM","","15:15","Gorge pump station at capacity -rain","Niagara River","Insufficient System Capacity; Other; ","high flow-wet weather; "
"2014/11/24 03:48 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/11/24 03:48 PM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/11/24 03:51 AM","ECSD-3 Blasdell","270 Milestrip","Hamburg","Erie","42.7892637","-78.83036389999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","rain and snow melt; "
"2014/11/24 04:05 AM","Mt Vernon Sewer District ( Town of Hamburg)","4591 Rogers Rd at Fire Hall","Hamburg ","Erie","42.75846440000001","-78.8842181","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Berricks Creek","Weather Conditions; ","rain and snow melt; "
"2014/11/24 04:05 AM","Mt Vernon Sewer District (Town of Hamburg)","4917 Clifton Pkwy","Hamburg","Erie","42.75345799999999","-78.892343","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Lake Erie","Weather Conditions; ","rain snow melt; "
"2014/11/24 04:05 AM","Mt Vernon Sewer District (Town of Hamburg)","4918 Clifton Pkwy","Hamburg","Erie","42.753797","-78.892892","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Lake Erie","Weather Conditions; ","rain and snow melt; "
"2014/11/24 04:35 PM","Big Sister Creek WWTP","8965 Lakeshore Road","Angola","Erie","42.6405249","-79.065946","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","drainage ditch to Lake Erie","Weather Conditions; ","unusually warm temperatures and melting snowpack, and rainfall; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","TOWN OF LANCASTER -TOWN HALL","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","11/26/2014 10:55 AM","","53:57","N/A","HOLLAND AVE- PLUM BOTTOM CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOW MELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","COMO PARK","LANCASTER","Erie","42.8927895","-78.6764082","Unknown","","Untreated","","11/26/2014 10:55 AM","","53:57","N/A","PARDEE- CAYUGA CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOW MELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","VILL OF LANCASTER -MUNICIPAL BLDG","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","11/26/2014 10:55 AM","","53:57","N/A","COLONIAL AVE - CAYUGA CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOW MELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","VILL OF LANCASTER MUNICIPAL BLDG","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","","11/25/2014 12:00 AM","19:02","N/A","COLONIAL AVE- CAYUGA CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOWMELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","TOWN OF LANCASTER TOWN HALL","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","HOLLAND AVE - PLUM BOTTOM CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOWMELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","TOWN OF LANCASTER -TOWN HALL","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","","11/25/2014 12:00 AM","19:02","N/A","HOLLAND AVE-PLUM BOTTOM CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOWMELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","TOWN OF LANCASTER TOWN HALL","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","COLONIAL AVE - PLUM BOTTOM CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOWMELT; "
"2014/11/24 04:58 AM","VILLAGE OF LANCASTER","VILL OF LANCASTER MUNICIPAL BLDG","LANCASTER","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","COLONIAL AVE- CAYUGA CREEK","Insufficient System Capacity; Weather Conditions; ","EXCESSIVE SNOWMELT; "
"2014/11/24 05:00 PM","West Seneca Engineering Department","ASHMUND & INNES","West Seneca","Erie","42.8379594","-78.79239679999999","Unknown","","Untreated","","11/25/2014 06:00 AM","","13:00","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain, snowmelt; "
"2014/11/24 05:06 AM","Big Sister Creek WWTP","6413 Lakeshore Rd","Derby","Erie","42.71056","-78.964928","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Maximizing flow through treatment plant.","18 Mile Creek","Weather Conditions; ","Excessive snowmelt; "
"2014/11/24 05:30 AM","ECSD 3","3690 Lake Shore Road","Hamburg","Erie","42.785645","-78.85070899999999","Unknown","","Partially Treated With Disinfection","","","11/25/2014 12:00 AM","18:30","N/A","Lake Erie","Weather Conditions; ","Rain and snow melt; "
"2014/11/24 06:00 AM","Village of Depew","Transit Rd/Lee St","Depew","Erie","42.924868","-78.697093","Unknown","","Untreated","","","Expected ending date of discharge not reported","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","rainfall, excessive snowmelt; "
"2014/11/24 06:30 PM","Town of Cheektowaga Sewer Maintenance Department","Clinton Street at Plant 3","Cheektowaga","Erie","42.9026136","-78.74457199999999","Estimate","552000","Untreated","","11/25/2014 06:00 AM","","11:30","Continue to monitor flows during wet weather bypass events","Buffalo Creek/Class C","Insufficient System Capacity; Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 06:45 PM","Town of Cheektowaga Sewer Maintenance Department","Harlem Road and Dingens","Cheektowaga","Erie","42.8774421","-78.78476959999999","Estimate","331200","Untreated","","11/25/2014 01:30 AM","","6:45","Continue to monitor flows during wet weather bypass events","Cayuga Creek/Class C","Insufficient System Capacity; Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 07:00 AM","Village of Depew","French/Krieger","Depew","Erie","42.9039476","-78.6922515","Unknown","","Untreated","","","Expected ending date of discharge not reported","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","rain plus excessive snowmelt; "
"2014/11/24 07:00 PM","West Seneca Engineering Department","237 UNION RD.","West Seneca","Erie","42.806527","-78.7505989","Unknown","","Untreated","","11/25/2014 12:00 AM","","5:00","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain, snowmelt; "
"2014/11/24 07:50 PM","Town of Cheektowaga Sewer Maintenance Department","Helen Street and Veterans Place","Cheektowaga","Erie","42.8813369","-78.7769335","Estimate","379200","Untreated","","11/25/2014 03:50 AM","","8:00","Continue to monitor flows during wet weather bypass events","Cayuga Creek/Class C","Insufficient System Capacity; Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 08:00 AM","West Seneca Engineering Department","LEYDECKER LIFT","West Seneca","Erie","42.8358977","-78.7538895","Unknown","","Untreated","","11/24/2014 04:00 PM","","8:00","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain, snowmelt; "
"2014/11/24 08:00 AM","Village of Sloan","Franklin and Wagner","Sloan","Erie","42.8933916","-78.79392159999999","Unknown","","Untreated","","","11/25/2014 03:00 PM","31:00","Discharge was used to eliminate surcharge","Buffalo River","Weather Conditions; ","Excessive Snowmelt; "
"2014/11/24 08:00 AM","Village of Sloan","Franklin St. and Wagner St.","Sloan","Erie","42.8820523","-78.792395","Unknown","","Untreated","","","11/25/2014 03:00 PM","31:00","discharge was only to eliminate surcharge","Buffalo River","Weather Conditions; ","Excessive Snow melt; "
"2014/11/24 08:00 AM","Village of Depew","Sherwood/George Urban","Depew","Erie","42.9039476","-78.6922515","Unknown","","Untreated","","","Expected ending date of discharge not reported","","pump station at SSO","Squajacuada Creek","Weather Conditions; ","rainfall plus excessive snowmelt; "
"2014/11/24 08:00 AM","Village of Depew","George Urban/Colgate","Depew","Erie","42.9039476","-78.6922515","Unknown","","Untreated","","","Expected ending date of discharge not reported","","pump station at SSO","Squajacuada Creek","Weather Conditions; ","rainfall plus excessive snowmelt; "
"2014/11/24 08:35 PM","Erie County Sewer District","76 West Toulon","Cheektowaga","Erie","42.874482","-78.735024","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Mechanically pumping to storm sewer","Slate Bottom Creek","Weather Conditions; ","Excessive snow melt, rain; "
"2014/11/24 09:55 AM","ECSD#3","95 Lincoln ","Orchard Park","Erie","42.763834","-78.746876","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/a","Smokes creek","Weather Conditions; ","rain and snow melt; "
"2014/11/24 10:03 AM","Erie County Sewer District","7 South Prince Dr.","Cheektowaga","Erie","42.868735","-78.708663","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Monitoring situation","Slate Bottom Creek","Weather Conditions; ","Extreme snow melt, rain; "
"2014/11/24 10:50 AM","ECSD No. 6","3400 South Park Ave. near Autumn Lane","Lackawanna","Erie","42.806959","-78.82169999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Setting up by-pass pump","Smoke Creek","Weather Conditions; ","high flow due to snow melt; "
"2014/11/24 11:00 AM","ECSD No. 6","85 Smith St. at end of Burroughs Ave.","Lackawanna","Erie","42.807526","-78.8020667","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Setting up by-pass pump","Smoke Creek","Weather Conditions; ","high flow due to snow melt; "
"2014/11/24 12:00 AM","Town of Cheektowaga Sewer Maintenance Department","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 12:16 PM","Big Sister Creek WWTP","9127 Lakeshore Road","Angola","Erie","42.639022","-79.070531","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","drainage ditch to Lake Erie","Weather Conditions; ","unusually warm temperatures causing snowmelt, and rainfall; "
"2014/11/24 12:16 PM","Big Sister Creek WWTP","9127 Lakeshore Road","Angola","Erie","42.639022","-79.070531","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","drainage ditch to Lake Erie","Weather Conditions; ","unusually warm temperatures, melting snowpack, and rainfall; "
"2014/11/24 12:16 PM","Big Sister Creek WWTP","9127 Lakeshore Road","Angola","Erie","42.639022","-79.070531","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","drainage ditch to Lake Erie","Weather Conditions; ","unusually warm temperatures, melting snowpack, and rainfall; "
"2014/11/24 12:20 PM","Town of Cheektowaga Sewer Maintenance Department","Vern Lane and Constance","Cheektowaga","Erie","42.8868614","-78.7644181","Estimate","316800","Untreated","","11/25/2014 03:30 AM","","15:10","Continue to monitor flows during wet weather bypass events","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/11/24 12:30 PM","West Seneca Engineering Department","109 LIBERTY LANE LIFT STATION","West Seneca","Erie","42.8358977","-78.7538895","Unknown","","Untreated","","11/24/2014 07:00 PM","","6:30","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain, snowmelt; "
"2014/11/24 12:59 AM","Town of Cheektowaga Sewer Maintenance Department","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypass events","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
